d1,r,d2
DB00014,0,DB00604
DB00983,0,DB09078
DB09078,0,DB04946
DB06699,0,DB01232
DB01087,0,DB00472
DB06663,0,DB00014
DB00218,0,DB06697
DB01403,0,DB01165
DB00949,0,DB00215
DB00934,0,DB00904
DB01036,0,DB00280
DB00938,0,DB00556
DB00934,0,DB00679
DB00927,0,DB01267
DB00915,0,DB00218
DB00691,0,DB00976
DB01263,0,DB00875
DB08868,0,DB00679
DB01001,0,DB00246
DB01142,0,DB08903
DB05039,0,DB00420
DB01263,0,DB01195
DB01165,0,DB01175
DB00199,0,DB00261
DB06788,0,DB00450
DB00458,0,DB00204
DB00289,0,DB00280
DB00938,0,DB09078
DB00398,0,DB01195
DB01259,0,DB00608
DB01069,0,DB01035
DB00450,0,DB06402
DB00104,0,DB01169
DB00949,0,DB01035
DB04953,0,DB00207
DB01274,0,DB00489
DB00904,0,DB08903
DB00675,0,DB00738
DB01591,0,DB00537
DB01069,0,DB06216
DB00321,0,DB01165
DB00862,0,DB04855
DB01182,0,DB06216
DB01356,0,DB06603
DB01263,0,DB01137
DB00834,0,DB05039
DB00710,0,DB00204
DB00450,0,DB00468
DB00983,0,DB01169
DB08864,0,DB00875
DB00927,0,DB00908
DB00862,0,DB06402
DB00697,0,DB01184
DB00710,0,DB09063
DB00220,0,DB00263
DB00398,0,DB00204
DB00976,0,DB01267
DB00738,0,DB08865
DB01151,0,DB04946
DB00458,0,DB08865
DB09082,0,DB00204
DB01232,0,DB00489
DB00691,0,DB01087
DB00738,0,DB00875
DB00656,0,DB00014
DB00450,0,DB06697
DB08865,0,DB00261
DB01151,0,DB00889
DB00674,0,DB08903
DB00503,0,DB00308
DB00289,0,DB01087
DB01623,0,DB01184
DB02546,0,DB00904
DB01268,0,DB00904
DB06699,0,DB01184
DB00358,0,DB00218
DB00285,0,DB04855
DB01274,0,DB04946
DB00243,0,DB00420
DB00344,0,DB00908
DB00656,0,DB01165
DB06663,0,DB01232
DB00691,0,DB01035
DB00938,0,DB00218
DB01623,0,DB00472
DB00289,0,DB06216
DB00734,0,DB00537
DB06663,0,DB00875
DB00529,0,DB00679
DB08903,0,DB01035
DB00346,0,DB06402
DB00540,0,DB04855
DB06825,0,DB04946
DB00834,0,DB00218
DB00556,0,DB06216
DB08864,0,DB01624
DB00450,0,DB01601
DB01601,0,DB00908
DB00346,0,DB01035
DB06788,0,DB01137
DB00270,0,DB04946
DB02546,0,DB00976
DB01015,0,DB01224
DB02546,0,DB01169
DB00715,0,DB01224
DB05039,0,DB01169
DB00450,0,DB01169
DB00710,0,DB01165
DB01059,0,DB00363
DB00529,0,DB01195
DB00196,0,DB00207
DB00916,0,DB00333
DB01072,0,DB01165
DB06663,0,DB01601
DB01151,0,DB01624
DB00934,0,DB01118
DB01591,0,DB05294
DB00862,0,DB00537
DB00753,0,DB00472
DB00656,0,DB00904
DB01259,0,DB00363
DB01059,0,DB00489
DB01165,0,DB08881
DB01259,0,DB00556
DB06402,0,DB01224
DB00938,0,DB00738
DB00196,0,DB00537
DB00358,0,DB00472
DB01137,0,DB00489
DB00818,0,DB00502
DB00333,0,DB00537
DB02546,0,DB06216
DB08868,0,DB00261
DB00715,0,DB04855
DB09082,0,DB00875
DB01233,0,DB00889
DB00674,0,DB00889
DB00834,0,DB01167
DB00529,0,DB04946
DB00321,0,DB08865
DB00374,0,DB01165
DB00927,0,DB00199
DB01072,0,DB01137
DB00398,0,DB00904
DB01211,0,DB00280
DB00697,0,DB04855
DB00714,0,DB08903
DB00934,0,DB00889
DB00333,0,DB01169
DB00556,0,DB06603
DB00346,0,DB00280
DB00543,0,DB01232
DB00808,0,DB01165
DB00726,0,DB00757
DB00489,0,DB00834
DB01274,0,DB00199
DB00543,0,DB00738
DB00537,0,DB04868
DB01155,0,DB01224
DB00196,0,DB01175
DB09082,0,DB08865
DB01151,0,DB04844
DB00540,0,DB06708
DB00582,0,DB01165
DB01274,0,DB00218
DB00289,0,DB00489
DB00710,0,DB01169
DB00543,0,DB05294
DB00697,0,DB00608
DB00398,0,DB01184
DB01167,0,DB01137
DB01036,0,DB01169
DB06825,0,DB00743
DB00346,0,DB08903
DB00199,0,DB00263
DB00289,0,DB00333
DB00753,0,DB00489
DB00188,0,DB00199
DB00743,0,DB00308
DB08903,0,DB00204
DB09080,0,DB06697
DB01268,0,DB00468
DB00344,0,DB08903
DB01211,0,DB00261
DB00715,0,DB00014
DB01001,0,DB00450
DB05039,0,DB08903
DB00808,0,DB00308
DB01189,0,DB00472
DB00871,0,DB01175
DB01165,0,DB04844
DB06788,0,DB01165
DB06825,0,DB04868
DB00537,0,DB01232
DB00927,0,DB01175
DB08871,0,DB01137
DB06825,0,DB08865
DB00818,0,DB01195
DB00363,0,DB00261
DB00871,0,DB00204
DB00691,0,DB00215
DB01015,0,DB01137
DB00289,0,DB00743
DB00458,0,DB04855
DB00691,0,DB00604
DB00270,0,DB00468
DB00871,0,DB00014
DB00875,0,DB00834
DB00285,0,DB05294
DB00344,0,DB01035
DB01167,0,DB00014
DB01211,0,DB00679
DB00503,0,DB01155
DB01242,0,DB00537
DB00714,0,DB00468
DB06402,0,DB09063
DB00726,0,DB00261
DB01242,0,DB06216
DB00675,0,DB00743
DB00556,0,DB00280
DB00691,0,DB06708
DB00285,0,DB00450
DB01263,0,DB04844
DB00949,0,DB01169
DB00540,0,DB09039
DB01075,0,DB01137
DB00363,0,DB08865
DB01233,0,DB06708
DB00503,0,DB00489
DB08871,0,DB09078
DB06825,0,DB00472
DB08893,0,DB04855
DB08864,0,DB00215
DB04953,0,DB00904
DB01403,0,DB00218
DB00196,0,DB00280
DB00934,0,DB00261
DB00207,0,DB08865
DB00976,0,DB00261
DB00834,0,DB01165
DB01195,0,DB08865
DB01242,0,DB00280
DB00949,0,DB01087
DB00104,0,DB00308
DB01236,0,DB01175
DB00374,0,DB00363
DB01137,0,DB01035
DB01233,0,DB09078
DB06788,0,DB00608
DB00743,0,DB06603
DB06788,0,DB00363
DB01238,0,DB00308
DB01059,0,DB00246
DB00503,0,DB00420
DB00862,0,DB01035
DB09080,0,DB01224
DB00543,0,DB04946
DB00938,0,DB00889
DB06699,0,DB00502
DB00333,0,DB00280
DB00540,0,DB05294
DB01075,0,DB00738
DB01001,0,DB01100
DB01015,0,DB06402
DB00540,0,DB00199
DB06603,0,DB00875
DB01259,0,DB06216
DB06788,0,DB00556
DB00346,0,DB00477
DB00529,0,DB01211
DB01268,0,DB01087
DB00753,0,DB06603
DB00818,0,DB00608
DB05039,0,DB00738
DB01189,0,DB06589
DB00834,0,DB00734
DB00321,0,DB06697
DB01137,0,DB08865
DB08864,0,DB00539
DB01623,0,DB00904
DB01268,0,DB00908
DB00218,0,DB04844
DB00834,0,DB00104
DB01403,0,DB00263
DB01069,0,DB04844
DB01059,0,DB00215
DB00289,0,DB00604
DB08893,0,DB00556
DB00374,0,DB00889
DB01165,0,DB04868
DB00726,0,DB00743
DB02546,0,DB00204
DB02546,0,DB00207
DB00450,0,DB01165
DB00915,0,DB01184
DB00344,0,DB00246
DB04953,0,DB01165
DB00104,0,DB00604
DB01259,0,DB00468
DB00188,0,DB06589
DB00207,0,DB00757
DB00218,0,DB00420
DB09080,0,DB09039
DB01142,0,DB00204
DB01015,0,DB01169
DB00675,0,DB08903
DB08912,0,DB01267
DB00743,0,DB01224
DB01104,0,DB04855
DB06589,0,DB01035
DB00726,0,DB09039
DB00196,0,DB00261
DB00938,0,DB00215
DB00420,0,DB01169
DB00529,0,DB00976
DB01075,0,DB00280
DB01151,0,DB08865
DB00697,0,DB00468
DB00697,0,DB00743
DB01075,0,DB00743
DB00927,0,DB00875
DB00710,0,DB09078
DB01259,0,DB00889
DB01155,0,DB06603
DB00540,0,DB00539
DB00697,0,DB00199
DB00915,0,DB00738
DB00370,0,DB06402
DB01155,0,DB00908
DB00710,0,DB00246
DB05039,0,DB00757
DB00503,0,DB00472
DB01591,0,DB04844
DB01259,0,DB05294
DB06825,0,DB01169
DB00622,0,DB00604
DB01238,0,DB00502
DB01263,0,DB01035
DB00757,0,DB00489
DB08871,0,DB01211
DB02546,0,DB00246
DB00710,0,DB00875
DB00862,0,DB01087
DB00321,0,DB00757
DB02546,0,DB00489
DB01233,0,DB00604
DB06825,0,DB00556
DB06788,0,DB00263
DB00862,0,DB00246
DB00714,0,DB01624
DB00346,0,DB00207
DB01259,0,DB09039
DB01104,0,DB00556
DB00540,0,DB00420
DB00976,0,DB00489
DB01189,0,DB01624
DB00440,0,DB00450
DB06402,0,DB00215
DB01036,0,DB00502
DB01142,0,DB01182
DB00938,0,DB01267
DB06788,0,DB05294
DB01075,0,DB00308
DB00285,0,DB09078
DB00502,0,DB00738
DB00334,0,DB00420
DB00014,0,DB00875
DB00714,0,DB06402
DB00218,0,DB00537
DB09082,0,DB08903
DB00104,0,DB00875
DB00715,0,DB09063
DB00889,0,DB01195
DB00915,0,DB01100
DB00502,0,DB00757
DB00207,0,DB00204
DB06663,0,DB00608
DB00450,0,DB01035
DB00734,0,DB00757
DB01142,0,DB00502
DB00726,0,DB05294
DB00862,0,DB01175
DB00862,0,DB00743
DB09083,0,DB00450
DB00726,0,DB01195
DB00334,0,DB01100
DB00104,0,DB06697
DB00289,0,DB01165
DB00556,0,DB00261
DB00543,0,DB01100
DB01403,0,DB01601
DB00871,0,DB06697
DB00927,0,DB00308
DB00188,0,DB08903
DB00757,0,DB01211
DB01137,0,DB00875
DB01001,0,DB01175
DB06663,0,DB00261
DB00218,0,DB01087
DB00743,0,DB01100
DB01224,0,DB09083
DB01195,0,DB01100
DB01182,0,DB01100
DB01015,0,DB06708
DB00540,0,DB00468
DB01233,0,DB00218
DB00243,0,DB01195
DB09082,0,DB04844
DB01069,0,DB00537
DB01236,0,DB00215
DB05039,0,DB00889
DB01142,0,DB00246
DB00270,0,DB01175
DB00753,0,DB00261
DB00608,0,DB01087
DB00697,0,DB00477
DB01591,0,DB00679
DB00983,0,DB00420
DB00188,0,DB01155
DB00374,0,DB00875
DB00743,0,DB01165
DB00983,0,DB00333
DB00188,0,DB01224
DB00398,0,DB01100
DB00738,0,DB08903
DB01059,0,DB00014
DB01001,0,DB04855
DB00358,0,DB00556
DB00270,0,DB00608
DB00949,0,DB09039
DB09063,0,DB00308
DB01151,0,DB00556
DB00674,0,DB00679
DB00916,0,DB00556
DB01195,0,DB01169
DB01001,0,DB00608
DB01195,0,DB06216
DB00927,0,DB00280
DB00904,0,DB06402
DB00440,0,DB01100
DB00557,0,DB00556
DB00374,0,DB00204
DB01036,0,DB00014
DB00529,0,DB04855
DB01104,0,DB01100
DB00818,0,DB00472
DB00472,0,DB01100
DB00450,0,DB00608
DB01167,0,DB00218
DB08903,0,DB00679
DB00188,0,DB00280
DB00346,0,DB00908
DB04953,0,DB01184
DB00289,0,DB00014
DB08893,0,DB00363
DB08893,0,DB00502
DB00871,0,DB09039
DB00808,0,DB00537
DB00263,0,DB00738
DB00285,0,DB00757
DB06663,0,DB01137
DB01151,0,DB00608
DB00014,0,DB04855
DB01036,0,DB04868
DB01254,0,DB00679
DB00420,0,DB01195
DB00537,0,DB00738
DB04953,0,DB08865
DB00374,0,DB00468
DB00557,0,DB00218
DB00834,0,DB00938
DB01165,0,DB00875
DB00014,0,DB01165
DB01182,0,DB00875
DB00983,0,DB00215
DB06402,0,DB01184
DB00753,0,DB01035
DB00916,0,DB00363
DB00927,0,DB04855
DB00358,0,DB04855
DB06788,0,DB00204
DB08912,0,DB01165
DB01142,0,DB00608
DB00557,0,DB00204
DB01189,0,DB06603
DB00656,0,DB00363
DB00220,0,DB00308
DB00363,0,DB01232
DB00691,0,DB01195
DB08893,0,DB00199
DB00915,0,DB01087
DB01104,0,DB01195
DB00934,0,DB00468
DB04953,0,DB00757
DB01259,0,DB00333
DB08903,0,DB09039
DB01069,0,DB00261
DB00540,0,DB06589
DB06699,0,DB06589
DB00916,0,DB00207
DB01274,0,DB00539
DB01165,0,DB01601
DB00529,0,DB00502
DB00358,0,DB01182
DB00656,0,DB00908
DB06663,0,DB00308
DB01591,0,DB00539
DB01001,0,DB00420
DB02546,0,DB01601
DB00691,0,DB00757
DB00344,0,DB00199
DB01155,0,DB01601
DB04953,0,DB00875
DB01015,0,DB09078
DB00199,0,DB01195
DB00104,0,DB01087
DB01274,0,DB06402
DB01274,0,DB01182
DB01238,0,DB01184
DB00344,0,DB00539
DB00691,0,DB01624
DB00691,0,DB00333
DB00691,0,DB00207
DB08864,0,DB00556
DB01233,0,DB00363
DB00220,0,DB01165
DB06699,0,DB01165
DB00753,0,DB00608
DB00715,0,DB00539
DB00374,0,DB00280
DB00104,0,DB00743
DB00949,0,DB04844
DB00934,0,DB00738
DB01137,0,DB01195
DB01151,0,DB00738
DB00285,0,DB00537
DB00334,0,DB00246
DB06825,0,DB08881
DB00458,0,DB01184
DB00543,0,DB06402
DB01236,0,DB00261
DB04953,0,DB00608
DB01259,0,DB01100
DB00263,0,DB00743
DB09078,0,DB00261
DB06663,0,DB00215
DB01087,0,DB06603
DB01403,0,DB01184
DB00608,0,DB00976
DB09080,0,DB00976
DB00537,0,DB01182
DB00537,0,DB06603
DB08871,0,DB04844
DB01591,0,DB00908
DB00458,0,DB00757
DB00420,0,DB00556
DB00871,0,DB01267
DB00334,0,DB00363
DB01238,0,DB01195
DB00862,0,DB01100
DB00502,0,DB01169
DB01189,0,DB01155
DB00196,0,DB00477
DB00622,0,DB04868
DB01036,0,DB01224
DB01069,0,DB09078
DB00743,0,DB00904
DB00656,0,DB00215
DB00440,0,DB00889
DB01059,0,DB06603
DB00949,0,DB00472
DB00334,0,DB00502
DB06825,0,DB00246
DB05039,0,DB00468
DB00358,0,DB01165
DB01236,0,DB00014
DB00938,0,DB00743
DB00871,0,DB00468
DB01015,0,DB01035
DB01268,0,DB09078
DB00398,0,DB06603
DB00582,0,DB00556
DB00344,0,DB00743
DB01075,0,DB00246
DB06402,0,DB06216
DB01189,0,DB00738
DB00938,0,DB09039
DB00333,0,DB08903
DB00915,0,DB01267
DB06699,0,DB00472
DB00880,0,DB00204
DB00207,0,DB01267
DB00420,0,DB00604
DB00871,0,DB01601
DB06589,0,DB01624
DB00440,0,DB00363
DB01274,0,DB01169
DB09078,0,DB01624
DB00697,0,DB00556
DB00529,0,DB00204
DB02546,0,DB01624
DB00321,0,DB00738
DB01155,0,DB01267
DB00529,0,DB00468
DB00537,0,DB01035
DB06825,0,DB01100
DB01236,0,DB00904
DB01026,0,DB00308
DB00450,0,DB01155
DB04953,0,DB04946
DB08868,0,DB01624
DB00207,0,DB00477
DB00753,0,DB00539
DB00983,0,DB01184
DB01075,0,DB00976
DB00871,0,DB00261
DB01259,0,DB06708
DB00503,0,DB08903
DB00207,0,DB00908
DB01001,0,DB06216
DB01624,0,DB09083
DB06699,0,DB01137
DB00557,0,DB08903
DB01059,0,DB01165
DB09082,0,DB00468
DB01623,0,DB04855
DB01001,0,DB01267
DB00502,0,DB00537
DB00834,0,DB01356
DB00710,0,DB04855
DB00370,0,DB01165
DB00374,0,DB00420
DB06699,0,DB01195
DB01001,0,DB00976
DB00608,0,DB09078
DB01015,0,DB00502
DB00697,0,DB09039
DB01233,0,DB06216
DB06589,0,DB00280
DB09083,0,DB08903
DB02546,0,DB00218
DB00543,0,DB00420
DB00983,0,DB01267
DB00697,0,DB00333
DB00450,0,DB09039
DB00715,0,DB01087
DB06788,0,DB00743
DB01036,0,DB06708
DB01072,0,DB04844
DB00537,0,DB06402
DB01059,0,DB04855
DB01195,0,DB01035
DB01155,0,DB09039
DB01356,0,DB00743
DB01242,0,DB00738
DB00556,0,DB00889
DB00675,0,DB01182
DB01182,0,DB04844
DB00734,0,DB00218
DB06788,0,DB00889
DB00529,0,DB00556
DB06402,0,DB04855
DB01242,0,DB00308
DB00726,0,DB06708
DB06589,0,DB01267
DB00529,0,DB09078
DB00333,0,DB00976
DB00344,0,DB09039
DB00196,0,DB08865
DB00675,0,DB01035
DB01069,0,DB00976
DB00889,0,DB01087
DB01059,0,DB00261
DB09080,0,DB01211
DB00556,0,DB08903
DB01403,0,DB00472
DB08868,0,DB01267
DB01087,0,DB00204
DB01059,0,DB01232
DB01189,0,DB01035
DB00734,0,DB00502
DB01242,0,DB01165
DB00674,0,DB09078
DB01165,0,DB01184
DB01274,0,DB01100
DB04953,0,DB09078
DB00363,0,DB00556
DB00420,0,DB00608
DB00604,0,DB09083
DB00374,0,DB00261
DB00622,0,DB00477
DB00557,0,DB00608
DB01142,0,DB00261
DB00502,0,DB08903
DB00529,0,DB00263
DB00808,0,DB00875
DB00834,0,DB00927
DB00714,0,DB09063
DB01189,0,DB08881
DB00440,0,DB00904
DB06788,0,DB00908
DB01015,0,DB00261
DB06402,0,DB06603
DB00710,0,DB00608
DB00556,0,DB06697
DB08871,0,DB01184
DB00450,0,DB06708
DB01236,0,DB00489
DB01274,0,DB00908
DB01189,0,DB00489
DB00862,0,DB00604
DB01268,0,DB04844
DB01137,0,DB01184
DB00734,0,DB01155
DB00344,0,DB00976
DB00715,0,DB00489
DB00196,0,DB00556
DB00675,0,DB00207
DB00440,0,DB01182
DB01001,0,DB06697
DB00014,0,DB01087
DB01059,0,DB01100
DB00808,0,DB00908
DB00983,0,DB06589
DB00697,0,DB01165
DB01268,0,DB00537
DB06825,0,DB04844
DB00333,0,DB00489
DB00582,0,DB00875
DB09080,0,DB00333
DB01059,0,DB00604
DB04953,0,DB08881
DB00344,0,DB09063
DB01403,0,DB00468
DB08868,0,DB00502
DB00503,0,DB00263
DB01274,0,DB00261
DB01069,0,DB08903
DB01015,0,DB00218
DB00938,0,DB00537
DB00834,0,DB00710
DB06788,0,DB00976
DB00916,0,DB01155
DB00697,0,DB00420
DB01189,0,DB00604
DB01591,0,DB00218
DB06825,0,DB00207
DB00743,0,DB01624
DB01233,0,DB08903
DB06825,0,DB00215
DB00691,0,DB08881
DB00983,0,DB04868
DB00757,0,DB00904
DB08868,0,DB00468
DB01142,0,DB00904
DB00726,0,DB00489
DB01069,0,DB00280
DB01142,0,DB00218
DB01165,0,DB01267
DB06699,0,DB00489
DB00834,0,DB00207
DB00543,0,DB00889
DB00289,0,DB00263
DB00502,0,DB08865
DB01623,0,DB01100
DB06699,0,DB01035
DB00358,0,DB08903
DB00370,0,DB00738
DB06402,0,DB00468
DB01195,0,DB01211
DB00862,0,DB00207
DB01015,0,DB00743
DB04953,0,DB01624
DB00218,0,DB00908
DB09083,0,DB01232
DB00440,0,DB00207
DB01236,0,DB01165
DB00734,0,DB05294
DB00818,0,DB01137
DB01591,0,DB01175
DB00420,0,DB00743
DB00938,0,DB00875
DB06663,0,DB00904
DB00949,0,DB00308
DB00503,0,DB00207
DB01403,0,DB00199
DB00915,0,DB00280
DB00608,0,DB00204
DB00450,0,DB04868
DB01165,0,DB04855
DB00808,0,DB01100
DB09082,0,DB01165
DB00014,0,DB01175
DB00440,0,DB00333
DB00808,0,DB09039
DB00622,0,DB00743
DB00697,0,DB06589
DB00334,0,DB06402
DB00540,0,DB00477
DB00188,0,DB00556
DB01195,0,DB09063
DB00452,1,DB00565
DB03615,1,DB01226
DB01172,1,DB00483
DB00997,1,DB00728
DB03615,1,DB11156
DB00694,1,DB00728
DB01177,1,DB00565
DB06696,1,DB01245
DB06263,1,DB01226
DB01578,1,DB01338
DB00798,1,DB01226
DB00445,1,DB00728
DB00997,1,DB01199
DB03615,1,DB00565
DB03615,1,DB01245
DB01172,1,DB01199
DB06696,1,DB01338
DB00479,1,DB00732
DB00694,1,DB01339
DB00798,1,DB00483
DB01172,1,DB11156
DB00385,1,DB01337
DB01082,1,DB11156
DB06263,1,DB00202
DB00955,1,DB13450
DB06696,1,DB13450
DB00479,1,DB01338
DB01421,1,DB00565
DB00445,1,DB11156
DB03615,1,DB00728
DB00428,1,DB00732
DB01421,1,DB01199
DB00919,1,DB01199
DB06263,1,DB01135
DB01421,1,DB01226
DB06810,1,DB13450
DB00955,1,DB01338
DB00955,1,DB01245
DB01578,1,DB01226
DB01172,1,DB01339
DB06696,1,DB11156
DB00428,1,DB13450
DB00428,1,DB01339
DB00798,1,DB01339
DB01421,1,DB01337
DB00684,1,DB00565
DB01172,1,DB01135
DB00479,1,DB01245
DB06263,1,DB01199
DB00919,1,DB13450
DB01082,1,DB00483
DB01177,1,DB01338
DB00955,1,DB01199
DB00445,1,DB00565
DB01177,1,DB11156
DB00798,1,DB00728
DB06263,1,DB00728
DB01578,1,DB00483
DB00997,1,DB00483
DB01578,1,DB01336
DB00385,1,DB01199
DB01421,1,DB00202
DB03615,1,DB00202
DB00684,1,DB01199
DB00798,1,DB13450
DB00452,1,DB11156
DB00694,1,DB13450
DB00694,1,DB11156
DB00684,1,DB01337
DB00684,1,DB00728
DB00919,1,DB00732
DB03615,1,DB01336
DB06696,1,DB00483
DB00385,1,DB01339
DB01177,1,DB00732
DB01082,1,DB01199
DB00997,1,DB01339
DB00452,1,DB01245
DB00997,1,DB01337
DB01421,1,DB01135
DB00428,1,DB11156
DB06696,1,DB01226
DB00684,1,DB01339
DB01578,1,DB13450
DB06263,1,DB13450
DB00694,1,DB01226
DB00445,1,DB01245
DB06263,1,DB01336
DB01177,1,DB00728
DB03615,1,DB13450
DB00385,1,DB00732
DB00694,1,DB00483
DB01578,1,DB01245
DB01177,1,DB01339
DB00445,1,DB01336
DB01421,1,DB01338
DB00694,1,DB00565
DB00445,1,DB01226
DB01082,1,DB00202
DB00452,1,DB00202
DB00385,1,DB11156
DB06696,1,DB01337
DB01082,1,DB01337
DB00684,1,DB01338
DB00919,1,DB01337
DB06263,1,DB00732
DB00997,1,DB01226
DB00684,1,DB01226
DB01172,1,DB00565
DB01082,1,DB00732
DB00428,1,DB00483
DB01082,1,DB00728
DB03615,1,DB01135
DB00694,1,DB01336
DB00798,1,DB01245
DB00445,1,DB00483
DB06810,1,DB01226
DB00445,1,DB01135
DB01082,1,DB00565
DB00428,1,DB01338
DB00694,1,DB01337
DB06810,1,DB01135
DB00798,1,DB11156
DB00479,1,DB13450
DB00479,1,DB11156
DB06696,1,DB00202
DB01578,1,DB01339
DB00955,1,DB11156
DB01082,1,DB01245
DB00479,1,DB00202
DB06810,1,DB00483
DB01177,1,DB00483
DB01177,1,DB01199
DB00798,1,DB00202
DB00479,1,DB00483
DB00694,1,DB01199
DB01172,1,DB00202
DB06696,1,DB01135
DB03615,1,DB01199
DB00385,1,DB13450
DB00385,1,DB01245
DB00428,1,DB01135
DB00694,1,DB01135
DB00955,1,DB01226
DB00428,1,DB01337
DB01177,1,DB00202
DB06263,1,DB11156
DB00428,1,DB01199
DB01421,1,DB00732
DB01172,1,DB13450
DB00452,1,DB00732
DB06810,1,DB01245
DB00919,1,DB01245
DB00452,1,DB01135
DB01172,1,DB00732
DB00684,1,DB00202
DB01421,1,DB01339
DB00798,1,DB01337
DB00798,1,DB01338
DB00919,1,DB00728
DB00452,1,DB01199
DB01082,1,DB01226
DB01177,1,DB01226
DB00452,1,DB00483
DB00479,1,DB00565
DB06696,1,DB01336
DB00452,1,DB13450
DB06696,1,DB00728
DB00479,1,DB01336
DB01172,1,DB01245
DB06263,1,DB00565
DB00445,1,DB01338
DB00798,1,DB00732
DB00694,1,DB00732
DB00997,1,DB01338
DB06810,1,DB01337
DB00479,1,DB01135
DB00428,1,DB00728
DB00997,1,DB01135
DB01578,1,DB01135
DB00452,1,DB01226
DB00694,1,DB00202
DB00479,1,DB01337
DB00694,1,DB01245
DB06810,1,DB01336
DB00428,1,DB01226
DB01578,1,DB00728
DB01421,1,DB11156
DB01177,1,DB01337
DB01177,1,DB01336
DB00445,1,DB01199
DB00955,1,DB00483
DB06263,1,DB01337
DB01578,1,DB00565
DB00919,1,DB01338
DB01421,1,DB13450
DB01172,1,DB01338
DB01578,1,DB00202
DB01172,1,DB01336
DB00955,1,DB00565
DB00428,1,DB00202
DB00385,1,DB01336
DB06810,1,DB00202
DB06696,1,DB01339
DB00997,1,DB00565
DB00684,1,DB00732
DB00684,1,DB13450
DB00385,1,DB00483
DB00798,1,DB00565
DB00919,1,DB01339
DB00564,2,DB00268
DB01086,2,DB00268
DB00906,2,DB00765
DB00181,2,DB00765
DB01041,2,DB00413
DB00835,2,DB00413
DB01618,2,DB00765
DB00296,2,DB05271
DB00679,2,DB00413
DB01501,2,DB00268
DB00588,2,DB00268
DB01161,2,DB00413
DB00734,2,DB00413
DB01588,2,DB05271
DB01463,2,DB00413
DB04908,2,DB00268
DB09009,2,DB00268
DB09225,2,DB00765
DB08883,2,DB00413
DB09166,2,DB00268
DB00924,2,DB00413
DB00455,2,DB00765
DB01624,2,DB00268
DB00404,2,DB00765
DB01176,2,DB05271
DB09017,2,DB00268
DB04842,2,DB00268
DB00924,2,DB00268
DB01580,2,DB00765
DB00557,2,DB05271
DB00344,2,DB00268
DB00370,2,DB00765
DB00475,2,DB00413
DB00206,2,DB05271
DB00690,2,DB00268
DB00371,2,DB05271
DB01588,2,DB00268
DB01558,2,DB00765
DB09034,2,DB05271
DB09342,2,DB00413
DB00181,2,DB05271
DB00409,2,DB05271
DB00956,2,DB00765
DB00425,2,DB00413
DB04844,2,DB00413
DB13323,2,DB00765
DB00395,2,DB05271
DB01618,2,DB00268
DB00356,2,DB00413
DB01356,2,DB00765
DB08872,2,DB00268
DB01221,2,DB00413
DB00477,2,DB00268
DB12532,2,DB00765
DB09071,2,DB00268
DB01151,2,DB00268
DB00645,2,DB00413
DB01238,2,DB00268
DB00327,2,DB05271
DB00206,2,DB00268
DB00807,2,DB05271
DB00962,2,DB00765
DB00349,2,DB00268
DB00801,2,DB00413
DB01501,2,DB00413
DB00813,2,DB00268
DB01236,2,DB00268
DB01452,2,DB00268
DB13025,2,DB00268
DB00425,2,DB05271
DB00252,2,DB05271
DB00628,2,DB00765
DB06204,2,DB00413
DB00494,2,DB00268
DB00750,2,DB00268
DB00768,2,DB00765
DB01100,2,DB05271
DB01002,2,DB05271
DB01588,2,DB00413
DB00844,2,DB00268
DB00313,2,DB00413
DB01221,2,DB00765
DB00708,2,DB00413
DB00298,2,DB00413
DB01356,2,DB00268
DB01224,2,DB05271
DB01558,2,DB00413
DB01589,2,DB00268
DB00312,2,DB00268
DB00747,2,DB00268
DB01086,2,DB00413
DB06216,2,DB00765
DB08910,2,DB00765
DB01176,2,DB00268
DB00474,2,DB05271
DB00754,2,DB00268
DB00794,2,DB00413
DB01501,2,DB00765
DB00801,2,DB00268
DB09068,2,DB05271
DB00540,2,DB05271
DB00237,2,DB00765
DB00753,2,DB05271
DB00633,2,DB00765
DB05246,2,DB00268
DB00176,2,DB05271
DB01068,2,DB00268
DB06594,2,DB00765
DB01018,2,DB00413
DB01353,2,DB00268
DB00408,2,DB00268
DB00599,2,DB00413
DB00292,2,DB00765
DB01198,2,DB00268
DB00950,2,DB00765
DB01174,2,DB00268
DB01623,2,DB00268
DB00296,2,DB00413
DB00540,2,DB00765
DB01173,2,DB00765
DB00921,2,DB05271
DB01355,2,DB00413
DB00737,2,DB00765
DB13872,2,DB00268
DB00313,2,DB00765
DB00842,2,DB00268
DB00484,2,DB00413
DB01235,2,DB00413
DB00508,2,DB00765
DB00297,2,DB05271
DB05246,2,DB00413
DB00844,2,DB05271
DB00802,2,DB00765
DB00193,2,DB05271
DB00875,2,DB00268
DB00611,2,DB00413
DB00181,2,DB00268
DB00844,2,DB00413
DB00972,2,DB00765
DB00721,2,DB05271
DB00708,2,DB05271
DB00850,2,DB00765
DB01563,2,DB05271
DB00434,2,DB00268
DB01433,2,DB00268
DB01595,2,DB00765
DB01239,2,DB00413
DB06144,2,DB00268
DB00318,2,DB00413
DB00206,2,DB00413
DB01623,2,DB00413
DB08872,2,DB05271
DB00486,2,DB00268
DB01215,2,DB00268
DB00292,2,DB00268
