d1,r,d2
DB00346,3,DB09070
DB00774,3,DB08932
DB00418,3,DB00695
DB00880,3,DB06403
DB00287,3,DB01214
DB00806,3,DB08931
DB00524,3,DB00606
DB00831,3,DB00373
DB01238,3,DB01580
DB00790,3,DB01244
DB09282,3,DB00335
DB01197,3,DB01143
DB09282,3,DB04861
DB00374,3,DB00584
DB00226,3,DB01180
DB01355,3,DB00612
DB08808,3,DB00765
DB09241,3,DB01433
DB00559,3,DB00800
DB00457,3,DB00226
DB00528,3,DB00800
DB09236,3,DB06403
DB00195,3,DB09236
DB00752,3,DB01021
DB09220,3,DB01214
DB00905,3,DB01197
DB00883,3,DB00734
DB01355,3,DB00691
DB00474,3,DB00177
DB01116,3,DB00401
DB00264,3,DB01143
DB00881,3,DB09477
DB00598,3,DB09230
DB00794,3,DB00195
DB09282,3,DB06826
DB09244,3,DB04861
DB00335,3,DB00774
DB00458,3,DB09220
DB00418,3,DB04861
DB06207,3,DB01427
DB00794,3,DB00631
DB01367,3,DB01203
DB01116,3,DB00287
DB00866,3,DB01170
DB01170,3,DB09220
DB00869,3,DB01193
DB01037,3,DB00692
DB00393,3,DB01143
DB00457,3,DB06712
DB00346,3,DB01074
DB00831,3,DB00612
DB00350,3,DB01170
DB01088,3,DB00598
DB01154,3,DB00790
DB01018,3,DB01348
DB00831,3,DB00187
DB09242,3,DB00214
DB01037,3,DB01324
DB00217,3,DB01240
DB00966,3,DB01240
DB01351,3,DB00275
DB00831,3,DB01297
DB01090,3,DB01193
DB00492,3,DB09236
DB01168,3,DB06268
DB00622,3,DB01180
DB00178,3,DB01324
DB01238,3,DB00880
DB00264,3,DB01021
DB01029,3,DB04846
DB01171,3,DB00310
DB00182,3,DB00800
DB00217,3,DB00436
DB00457,3,DB06268
DB06207,3,DB09227
DB00287,3,DB00629
DB00343,3,DB09070
DB00752,3,DB00691
DB01116,3,DB00195
DB00831,3,DB00598
DB04840,3,DB01359
DB00287,3,DB08931
DB00806,3,DB00590
DB09241,3,DB01210
DB00925,3,DB06694
DB00226,3,DB00612
DB01238,3,DB06712
DB01244,3,DB01340
DB01355,3,DB04861
DB00752,3,DB00275
DB00177,3,DB00866
DB01615,3,DB01193
DB00177,3,DB00692
DB01119,3,DB00571
DB00206,3,DB00866
DB01116,3,DB00796
DB09245,3,DB09235
DB09244,3,DB00876
DB00790,3,DB00800
DB00528,3,DB09235
DB00559,3,DB01214
DB00654,3,DB01021
DB01088,3,DB01275
DB00800,3,DB02638
DB00519,3,DB01089
DB01626,3,DB09026
DB00182,3,DB01158
DB00457,3,DB09231
DB00346,3,DB00800
DB01355,3,DB00571
DB00796,3,DB09070
DB00999,3,DB06268
DB00575,3,DB00606
DB00806,3,DB00226
DB00614,3,DB01170
DB00876,3,DB08932
DB00477,3,DB00187
DB09220,3,DB00575
DB01115,3,DB00960
DB09220,3,DB08941
DB09244,3,DB01180
DB00654,3,DB06826
DB00401,3,DB01244
DB01168,3,DB00622
DB01088,3,DB00350
DB04846,3,DB09236
DB00678,3,DB01021
DB00325,3,DB09477
DB01174,3,DB00800
DB00343,3,DB01324
DB00270,3,DB09238
DB00933,3,DB00612
DB00575,3,DB09070
DB00752,3,DB01023
DB01069,3,DB01136
DB09282,3,DB00519
DB00622,3,DB00774
DB01367,3,DB00612
DB00457,3,DB00653
DB00457,3,DB04948
DB00794,3,DB01275
DB00661,3,DB00325
DB00752,3,DB01275
DB00373,3,DB01324
DB00343,3,DB04948
DB00474,3,DB09038
DB00310,3,DB00528
DB00880,3,DB01244
DB09282,3,DB00524
DB00612,3,DB06826
DB09241,3,DB01359
DB00654,3,DB06403
DB01238,3,DB00275
DB00350,3,DB02638
DB01037,3,DB01023
DB00206,3,DB00800
DB00346,3,DB00325
DB00226,3,DB01244
DB00599,3,DB01144
DB00528,3,DB01136
DB00528,3,DB01197
DB00680,3,DB01452
DB00797,3,DB01244
DB00614,3,DB01203
DB01246,3,DB00318
DB00622,3,DB09236
DB00312,3,DB00195
DB01037,3,DB01090
DB00418,3,DB00393
DB00310,3,DB08808
DB09242,3,DB00905
DB00195,3,DB08808
DB00524,3,DB00734
DB00559,3,DB01348
DB00849,3,DB00335
DB00212,3,DB00654
DB01238,3,DB00881
DB01154,3,DB00700
DB00468,3,DB00722
DB00599,3,DB09279
DB00195,3,DB00925
DB00866,3,DB01348
DB09220,3,DB09279
DB01162,3,DB09232
DB00880,3,DB01089
DB01037,3,DB01018
DB00275,3,DB09070
DB00966,3,DB01170
DB00261,3,DB08931
DB08808,3,DB09238
DB01168,3,DB00654
DB01119,3,DB00519
DB00528,3,DB00765
DB00881,3,DB09238
DB00614,3,DB01580
DB00590,3,DB00884
DB00226,3,DB00524
DB00287,3,DB01180
DB09220,3,DB01247
DB01351,3,DB00622
DB01154,3,DB01247
DB01018,3,DB09242
DB01037,3,DB00214
DB09241,3,DB00393
DB09282,3,DB01240
DB01193,3,DB01580
DB01168,3,DB09242
DB01626,3,DB00722
DB00528,3,DB00869
DB00849,3,DB00590
DB00214,3,DB00374
DB00584,3,DB09235
DB00599,3,DB00270
DB00796,3,DB06268
DB00270,3,DB09236
DB01088,3,DB04861
DB09220,3,DB00421
DB09282,3,DB00177
DB00849,3,DB01200
DB01580,3,DB01089
DB00774,3,DB01170
DB01275,3,DB01240
DB00623,3,DB04846
DB09220,3,DB01193
DB01203,3,DB02638
DB01154,3,DB08822
DB01351,3,DB00195
DB00849,3,DB00270
DB00206,3,DB04846
DB01170,3,DB01180
DB00866,3,DB01244
DB01325,3,DB00519
DB00195,3,DB00869
DB00598,3,DB09235
DB01275,3,DB09477
DB09244,3,DB00629
DB00542,3,DB00734
DB00797,3,DB00999
DB00614,3,DB00374
DB06267,3,DB06207
DB00590,3,DB01170
DB00418,3,DB00727
DB00794,3,DB08822
DB00806,3,DB00519
DB01054,3,DB00325
DB01154,3,DB00584
DB01171,3,DB01197
DB01355,3,DB00797
DB01174,3,DB08822
DB00805,3,DB00654
DB00880,3,DB09235
DB00999,3,DB01089
DB00849,3,DB00903
DB00418,3,DB00270
DB00999,3,DB01180
DB00212,3,DB00310
DB01324,3,DB09477
DB00343,3,DB09236
DB00418,3,DB01359
DB01174,3,DB00542
DB00182,3,DB01119
DB00575,3,DB00797
DB00606,3,DB01136
DB00346,3,DB09231
DB09241,3,DB00598
DB00346,3,DB00808
DB00999,3,DB11362
DB00217,3,DB06403
DB00681,3,DB00734
DB00346,3,DB00401
DB00849,3,DB00780
DB00468,3,DB00790
DB00212,3,DB06268
DB04840,3,DB04948
DB00310,3,DB01240
DB01240,3,DB00734
DB01116,3,DB04861
DB09220,3,DB00384
DB00933,3,DB01214
DB01626,3,DB02638
DB01403,3,DB01214
DB00849,3,DB00966
DB01367,3,DB00765
DB00346,3,DB01116
DB09282,3,DB00206
DB00335,3,DB06268
DB00831,3,DB01214
DB00692,3,DB00790
DB01608,3,DB00187
DB00508,3,DB00195
DB00508,3,DB00264
DB01608,3,DB00327
DB00575,3,DB04948
DB00966,3,DB11362
DB01367,3,DB06712
DB00599,3,DB00381
DB01348,3,DB01359
DB00774,3,DB01197
DB01214,3,DB09070
DB00899,3,DB00734
DB01174,3,DB01340
DB04840,3,DB00765
DB00212,3,DB09235
DB01247,3,DB00195
DB00691,3,DB06712
DB00614,3,DB00401
DB00310,3,DB09477
DB00794,3,DB00178
DB09244,3,DB00325
DB01162,3,DB09236
DB00657,3,DB08932
DB01119,3,DB00559
DB00752,3,DB00734
DB01168,3,DB09026
DB00752,3,DB00217
DB01119,3,DB01580
DB00794,3,DB00325
DB01162,3,DB06694
DB00590,3,DB00287
DB00335,3,DB09235
DB00774,3,DB00790
DB09220,3,DB09227
DB00780,3,DB00559
DB01367,3,DB00226
DB01367,3,DB04840
DB00312,3,DB00881
DB01355,3,DB00590
DB00797,3,DB00905
DB00800,3,DB01158
DB00393,3,DB00869
DB00706,3,DB09227
DB00182,3,DB01197
DB01029,3,DB06712
DB01116,3,DB01275
DB01247,3,DB00325
DB01168,3,DB00178
DB00806,3,DB00521
DB01193,3,DB01324
DB00599,3,DB06292
DB00614,3,DB00866
DB01158,3,DB01170
DB01154,3,DB01136
DB00599,3,DB00714
DB00780,3,DB00287
DB00217,3,DB01275
DB00226,3,DB00925
DB00468,3,DB00521
DB00374,3,DB09220
DB00393,3,DB00654
DB00226,3,DB00796
DB00468,3,DB01197
DB01162,3,DB04743
DB00559,3,DB01143
DB00680,3,DB01209
DB09220,3,DB01136
DB01367,3,DB00691
DB01171,3,DB11362
DB00661,3,DB08808
DB00849,3,DB01247
DB00373,3,DB09070
DB00794,3,DB04948
DB00528,3,DB00905
DB00692,3,DB08808
DB00692,3,DB09236
DB00780,3,DB00178
DB01154,3,DB01023
DB00325,3,DB01348
DB09236,3,DB00571
DB01119,3,DB00692
DB00831,3,DB00571
DB00849,3,DB00755
DB01197,3,DB01244
DB00312,3,DB00714
DB01367,3,DB01580
DB04861,3,DB06826
DB00519,3,DB00774
DB01351,3,DB01113
DB00182,3,DB00270
DB00590,3,DB00374
DB09245,3,DB09220
DB00350,3,DB00528
DB09241,3,DB11362
DB09282,3,DB00727
DB01037,3,DB01158
DB04840,3,DB00373
DB09241,3,DB01203
DB00752,3,DB08808
DB00654,3,DB01023
DB01238,3,DB09477
DB01238,3,DB00435
DB00393,3,DB06694
DB01240,3,DB06268
DB01403,3,DB08807
DB00599,3,DB00727
DB00850,3,DB01297
DB01162,3,DB08992
DB00178,3,DB00797
DB00780,3,DB01029
DB09244,3,DB00925
DB01090,3,DB06712
DB00310,3,DB00800
DB00275,3,DB01054
DB09241,3,DB00765
DB00178,3,DB00734
DB01168,3,DB00457
DB00933,3,DB01295
DB01154,3,DB00881
DB01090,3,DB06694
DB00310,3,DB00629
DB01622,3,DB01214
DB01214,3,DB01324
DB01088,3,DB00590
DB00433,3,DB00866
DB00346,3,DB00373
DB00310,3,DB04948
DB01367,3,DB00457
DB00722,3,DB01054
DB00528,3,DB00797
DB00212,3,DB01089
DB00866,3,DB01143
DB09244,3,DB00212
DB00806,3,DB00287
DB00797,3,DB01054
DB00966,3,DB01143
DB00599,3,DB09242
DB00542,3,DB00797
DB06712,3,DB00734
DB01626,3,DB01158
DB00657,3,DB00765
DB00722,3,DB01348
DB00599,3,DB00187
DB00343,3,DB09235
DB00350,3,DB00905
DB01168,3,DB00195
DB01088,3,DB00178
DB00805,3,DB00800
DB00212,3,DB01021
DB00325,3,DB00925
DB00692,3,DB01054
DB06712,3,DB08808
DB00657,3,DB00654
DB00606,3,DB01324
DB00780,3,DB00212
DB01168,3,DB01348
DB01171,3,DB00374
DB00217,3,DB09235
DB04840,3,DB00521
DB01021,3,DB01193
DB00999,3,DB06712
DB00206,3,DB09238
DB01054,3,DB06403
DB01171,3,DB00492
DB00606,3,DB01193
DB04861,3,DB09236
DB00800,3,DB01023
DB01054,3,DB01158
DB01054,3,DB11362
DB00905,3,DB01340
DB00343,3,DB01021
DB00808,3,DB11362
DB00346,3,DB00925
DB00691,3,DB01580
DB04840,3,DB01580
DB00654,3,DB02638
DB09220,3,DB09235
DB01351,3,DB01143
DB01247,3,DB01359
DB01247,3,DB00925
DB00270,3,DB01170
DB04846,3,DB01089
DB00680,3,DB00335
DB00519,3,DB00800
DB01171,3,DB00598
DB00780,3,DB01193
DB01340,3,DB08808
DB00287,3,DB00528
DB01119,3,DB01197
DB00849,3,DB00692
DB09241,3,DB00654
DB09241,3,DB01023
DB00606,3,DB11362
DB01136,3,DB09477
DB00360,3,DB00820
DB00780,3,DB00275
DB00474,3,DB00178
DB00968,3,DB01324
DB00614,3,DB00457
DB01325,3,DB01180
DB00629,3,DB00774
DB09241,3,DB00612
DB01054,3,DB09238
DB00325,3,DB00212
DB09245,3,DB00524
DB01355,3,DB00187
DB00794,3,DB00598
DB00800,3,DB00966
DB01162,3,DB09227
DB01340,3,DB00734
DB01171,3,DB00542
DB01171,3,DB00521
DB00575,3,DB06268
DB01608,3,DB00611
DB00346,3,DB00584
DB01018,3,DB01170
DB01367,3,DB08931
DB01069,3,DB00373
DB00614,3,DB01029
DB01136,3,DB00884
DB01154,3,DB08931
DB00374,3,DB06403
DB00780,3,DB00966
DB00468,3,DB00206
DB00287,3,DB01158
DB00680,3,DB01214
DB00226,3,DB00678
DB00680,3,DB00373
DB09220,3,DB00489
DB09245,3,DB00966
DB00350,3,DB00800
DB01119,3,DB01193
DB01069,3,DB00598
DB01037,3,DB00195
DB00797,3,DB06694
DB00346,3,DB09232
DB11699,3,DB00714
DB01580,3,DB06712
DB00680,3,DB01359
DB00350,3,DB06694
DB00559,3,DB04948
DB00346,3,DB01158
DB00559,3,DB00373
DB00492,3,DB00528
DB01340,3,DB06694
DB09242,3,DB00622
DB00457,3,DB11362
DB01275,3,DB09236
DB09241,3,DB01158
DB09241,3,DB06268
DB01247,3,DB00521
DB00217,3,DB01023
DB00794,3,DB09477
DB00968,3,DB01180
DB00477,3,DB08807
DB01240,3,DB08808
DB01247,3,DB01054
DB00524,3,DB02638
DB01351,3,DB01612
DB00468,3,DB00598
DB01247,3,DB00401
DB00968,3,DB09477
DB00598,3,DB00654
DB00622,3,DB01170
DB11362,3,DB01143
DB00606,3,DB01340
DB00850,3,DB01359
DB01116,3,DB06403
DB00559,3,DB00722
DB01238,3,DB01159
DB09282,3,DB00797
DB00542,3,DB00800
DB01355,3,DB00335
DB04840,3,DB01021
DB00850,3,DB00612
DB01359,3,DB08932
DB00881,3,DB01180
DB06403,3,DB08932
DB00806,3,DB06694
DB04948,3,DB06826
DB00373,3,DB09235
DB02638,3,DB04948
DB00575,3,DB06826
DB09220,3,DB00457
DB00680,3,DB01551
DB09220,3,DB00692
DB01340,3,DB06403
DB01275,3,DB09235
DB09282,3,DB00790
DB00468,3,DB01021
DB09244,3,DB00335
DB01247,3,DB00734
DB00800,3,DB00765
DB00468,3,DB00876
DB01351,3,DB01210
DB00966,3,DB01090
DB00401,3,DB00866
DB01367,3,DB00374
DB00519,3,DB01240
DB00614,3,DB01626
DB00206,3,DB01193
DB00806,3,DB00790
DB00622,3,DB09238
DB00528,3,DB06826
DB01367,3,DB00800
DB00418,3,DB01020
DB00312,3,DB01247
DB01351,3,DB01359
DB00474,3,DB01340
DB00999,3,DB01054
DB00325,3,DB06403
DB01018,3,DB09070
DB00374,3,DB00800
DB01119,3,DB00612
DB01037,3,DB00790
DB00805,3,DB00310
DB01088,3,DB09026
DB09220,3,DB01189
DB01367,3,DB01180
DB00178,3,DB06268
DB09245,3,DB00808
DB01154,3,DB00373
DB00373,3,DB00800
DB00790,3,DB01580
DB00794,3,DB00681
DB00474,3,DB01203
DB01168,3,DB01626
DB01088,3,DB00492
DB09245,3,DB00401
DB01090,3,DB08932
DB00612,3,DB01244
DB01247,3,DB01119
DB00774,3,DB00765
DB01158,3,DB01089
DB09220,3,DB00177
DB00346,3,DB01275
DB09241,3,DB00774
DB04861,3,DB00765
DB09220,3,DB00350
DB00474,3,DB01214
DB00195,3,DB01143
DB01174,3,DB00695
DB00599,3,DB01282
DB01355,3,DB00780
DB01214,3,DB02638
DB09220,3,DB00691
DB00796,3,DB04846
DB01162,3,DB09216
DB00657,3,DB01143
DB00880,3,DB08932
DB00212,3,DB00584
DB01158,3,DB01580
DB00217,3,DB01089
DB00806,3,DB11362
DB01244,3,DB09238
DB00346,3,DB00230
DB01115,3,DB00489
DB00335,3,DB01090
DB09242,3,DB06403
DB01054,3,DB01359
DB04840,3,DB00393
DB00999,3,DB06826
DB01168,3,DB00401
DB09241,3,DB04840
DB01608,3,DB00318
DB09244,3,DB00905
DB01088,3,DB09242
DB00653,3,DB00325
DB01351,3,DB00489
DB00312,3,DB00594
DB00178,3,DB01240
DB09241,3,DB00899
DB02638,3,DB08932
DB00692,3,DB01324
DB01622,3,DB00187
DB00217,3,DB04948
DB00849,3,DB00678
DB00691,3,DB01348
DB09241,3,DB02638
DB01193,3,DB01240
DB01197,3,DB11362
DB00335,3,DB11362
DB01088,3,DB00629
DB00468,3,DB09026
DB01037,3,DB00287
DB00350,3,DB11362
DB01171,3,DB00214
DB01240,3,DB01143
DB00960,3,DB01580
DB01622,3,DB00612
DB01242,3,DB00734
DB00606,3,DB04846
DB00346,3,DB00270
DB01115,3,DB00866
DB00474,3,DB01020
DB00287,3,DB00692
DB00680,3,DB00921
DB00374,3,DB00722
DB00287,3,DB01197
DB00806,3,DB00492
DB01367,3,DB01029
DB00559,3,DB01021
DB00806,3,DB00575
DB01244,3,DB01143
DB00312,3,DB01340
DB00881,3,DB00734
DB00374,3,DB01359
DB00797,3,DB01029
DB00933,3,DB00187
DB00182,3,DB06403
DB01171,3,DB06268
DB00393,3,DB00734
DB01119,3,DB01143
DB09245,3,DB06712
DB01023,3,DB06694
DB00436,3,DB00692
DB00862,3,DB00457
DB01244,3,DB04861
DB00177,3,DB02638
DB01029,3,DB01089
DB00287,3,DB00612
DB01054,3,DB00765
DB01154,3,DB00401
DB00606,3,DB01023
DB00806,3,DB00880
DB00474,3,DB00797
DB00212,3,DB00542
DB00418,3,DB00187
DB01355,3,DB00584
DB01119,3,DB00177
DB01037,3,DB00310
DB00206,3,DB01180
DB00850,3,DB00187
DB00880,3,DB01580
DB00790,3,DB01240
DB00869,3,DB08932
DB00629,3,DB00808
DB00614,3,DB00373
DB00571,3,DB08932
DB00195,3,DB01090
DB00849,3,DB09292
DB00195,3,DB00226
DB06268,3,DB01143
DB00790,3,DB00797
DB01214,3,DB01240
DB00614,3,DB01054
DB09245,3,DB00335
DB01626,3,DB04840
DB01116,3,DB00335
DB00335,3,DB09238
DB01037,3,DB00808
DB00780,3,DB04846
DB00966,3,DB09238
DB00212,3,DB00214
DB01626,3,DB00264
DB00524,3,DB01180
DB00203,3,DB00590
DB00206,3,DB00774
DB00590,3,DB06712
DB09241,3,DB00622
DB01247,3,DB01193
DB00418,3,DB00519
DB00217,3,DB00287
DB01238,3,DB00575
DB00468,3,DB00925
DB00612,3,DB00765
DB04948,3,DB08932
DB00195,3,DB00765
DB01090,3,DB09477
DB09026,3,DB06268
DB01088,3,DB00264
DB00214,3,DB08932
DB09282,3,DB00325
DB04840,3,DB04846
DB00374,3,DB00999
DB01240,3,DB01340
DB06712,3,DB08932
DB01351,3,DB01144
DB00584,3,DB01089
DB00178,3,DB09070
DB01154,3,DB00727
DB00418,3,DB00275
DB01116,3,DB00960
DB00474,3,DB01193
DB00722,3,DB01143
DB00418,3,DB00691
DB00800,3,DB09235
DB00623,3,DB01214
DB00800,3,DB00968
DB01608,3,DB00571
DB01367,3,DB01116
DB09216,3,DB00325
DB00599,3,DB01118
DB00182,3,DB00584
DB00654,3,DB01580
DB01116,3,DB00343
DB01615,3,DB01359
DB00869,3,DB01203
DB00346,3,DB01089
DB00806,3,DB00876
DB01045,3,DB00818
DB09241,3,DB00881
DB00691,3,DB01240
DB00182,3,DB00966
DB00849,3,DB01029
DB09242,3,DB00869
DB00629,3,DB09026
DB00436,3,DB01324
DB00457,3,DB01170
DB00393,3,DB09070
DB00346,3,DB08931
DB01240,3,DB08931
DB01162,3,DB09238
DB01174,3,DB01113
DB00849,3,DB00695
DB09220,3,DB01054
DB00492,3,DB01054
DB00881,3,DB01021
DB00528,3,DB00325
DB01119,3,DB09242
DB01367,3,DB02638
DB00374,3,DB00797
DB00571,3,DB09070
DB00182,3,DB01021
DB01088,3,DB00275
DB00629,3,DB06694
DB01088,3,DB00691
DB04840,3,DB00925
DB00182,3,DB00343
DB00680,3,DB04861
DB00346,3,DB00612
DB01355,3,DB01144
DB01238,3,DB08907
DB00722,3,DB00869
DB00966,3,DB01089
DB01340,3,DB01348
DB00780,3,DB01158
DB01116,3,DB00606
DB00270,3,DB00800
DB01119,3,DB06712
DB01116,3,DB00966
DB01088,3,DB00925
DB00528,3,DB00866
DB00905,3,DB01324
DB00433,3,DB01297
DB01154,3,DB00631
DB00312,3,DB01029
DB09220,3,DB00774
DB00528,3,DB00606
DB00177,3,DB01054
DB00691,3,DB01244
DB01162,3,DB00555
DB09242,3,DB00654
DB00374,3,DB11362
DB00598,3,DB09236
DB00880,3,DB06694
DB00226,3,DB01203
DB00468,3,DB00590
DB00528,3,DB00654
DB00335,3,DB00692
DB00654,3,DB09220
DB00614,3,DB00325
DB01626,3,DB09236
DB06207,3,DB04920
DB01626,3,DB00622
DB00881,3,DB01089
DB00492,3,DB02638
DB01367,3,DB00393
DB00794,3,DB09112
DB00492,3,DB00905
DB01154,3,DB00722
DB00780,3,DB00575
DB01119,3,DB00960
DB09070,3,DB00765
DB00584,3,DB06826
DB09220,3,DB00325
DB00373,3,DB00925
DB01324,3,DB01089
DB00968,3,DB01090
DB00780,3,DB00999
DB00226,3,DB01136
DB00790,3,DB00734
DB00559,3,DB00178
DB00780,3,DB00590
DB04846,3,DB01180
DB01168,3,DB00524
DB00599,3,DB01088
DB00381,3,DB08932
DB00287,3,DB00393
DB01238,3,DB00519
DB09245,3,DB06403
DB01367,3,DB01119
DB00217,3,DB00226
DB02638,3,DB09235
DB00805,3,DB00217
DB00780,3,DB09236
DB09245,3,DB09238
DB00350,3,DB04948
DB00457,3,DB09235
DB01197,3,DB06694
DB00212,3,DB00869
DB00312,3,DB00590
DB00796,3,DB01090
DB09282,3,DB01275
DB00195,3,DB06268
DB00805,3,DB01626
DB00695,3,DB09477
DB09070,3,DB01180
DB01351,3,DB00598
DB09220,3,DB00657
DB01174,3,DB00384
DB09282,3,DB01116
DB00393,3,DB00325
DB00797,3,DB06712
DB00691,3,DB01143
DB00629,3,DB01170
DB00849,3,DB01162
DB00346,3,DB01029
DB00374,3,DB01090
DB09220,3,DB00800
DB00521,3,DB00800
DB00599,3,DB00542
DB01116,3,DB01244
DB00800,3,DB09070
DB00214,3,DB09236
DB00774,3,DB02638
DB06712,3,DB09236
DB00474,3,DB00519
DB01615,3,DB00866
DB00226,3,DB04861
DB01069,3,DB04846
DB00363,3,DB00734
DB01088,3,DB00880
DB00590,3,DB04948
DB01244,3,DB09235
DB00614,3,DB01158
DB09245,3,DB00436
DB01238,3,DB01037
DB00335,3,DB09070
DB00275,3,DB01324
DB01622,3,DB00521
DB00905,3,DB08931
DB01115,3,DB01295
DB00780,3,DB00343
DB01171,3,DB01324
DB01018,3,DB11362
DB00849,3,DB00521
DB00492,3,DB01089
DB00217,3,DB08932
DB00524,3,DB01244
DB09236,3,DB09238
DB00598,3,DB00606
DB00706,3,DB08992
DB04840,3,DB00270
DB01162,3,DB01427
DB09242,3,DB00968
DB01240,3,DB02638
DB00287,3,DB09235
DB00418,3,DB00887
DB00726,3,DB09220
DB01247,3,DB06268
DB00849,3,DB00661
DB01088,3,DB00722
DB01351,3,DB00270
DB04840,3,DB01089
DB01018,3,DB00654
DB01615,3,DB01210
DB04846,3,DB01143
DB00559,3,DB00774
DB00629,3,DB01180
DB01247,3,DB00287
DB00433,3,DB00960
DB01626,3,DB00880
DB00790,3,DB06826
DB00678,3,DB04948
DB00212,3,DB01180
DB01174,3,DB00657
DB01018,3,DB00226
DB01367,3,DB01197
DB00206,3,DB01295
DB00606,3,DB01158
DB09238,3,DB01180
DB00474,3,DB09112
DB01247,3,DB00606
DB00866,3,DB01023
DB00657,3,DB04840
DB01238,3,DB00695
DB01214,3,DB06268
DB00178,3,DB06694
DB01168,3,DB00881
DB00474,3,DB09026
DB01246,3,DB06204
DB00849,3,DB01020
DB00800,3,DB09238
DB00780,3,DB00374
DB00805,3,DB01170
DB00598,3,DB01021
DB00794,3,DB01158
DB01275,3,DB06268
DB00606,3,DB01143
DB00346,3,DB08992
DB01154,3,DB01210
DB00614,3,DB09236
DB00346,3,DB01119
DB00575,3,DB00774
DB00178,3,DB01348
DB01168,3,DB01119
DB00599,3,DB01200
DB00350,3,DB01240
DB01021,3,DB09220
DB01116,3,DB01214
DB09241,3,DB00966
DB01037,3,DB01119
DB01351,3,DB00661
DB01348,3,DB01089
DB00831,3,DB01193
DB00492,3,DB01348
DB00614,3,DB00559
DB09220,3,DB00876
DB00182,3,DB04948
DB00622,3,DB01021
DB00457,3,DB00212
DB09242,3,DB00401
DB00805,3,DB04948
DB01608,3,DB01433
DB01355,3,DB00903
DB00287,3,DB01143
DB00524,3,DB01021
DB00312,3,DB01367
DB06712,3,DB00765
DB00820,3,DB01162
DB01240,3,DB06694
DB01168,3,DB00287
DB00598,3,DB00765
DB00217,3,DB00722
DB00312,3,DB00800
DB00177,3,DB01244
DB09238,3,DB00325
DB00794,3,DB00780
DB01324,3,DB09236
DB04846,3,DB11362
DB00806,3,DB00584
DB01154,3,DB00435
DB01054,3,DB01170
DB00575,3,DB01170
DB01348,3,DB06403
DB09242,3,DB00774
DB01351,3,DB01229
DB00335,3,DB01021
DB09241,3,DB00876
DB00350,3,DB09477
DB00477,3,DB01210
DB01348,3,DB01580
DB01088,3,DB00436
DB01089,3,DB01180
DB00614,3,DB00654
DB00849,3,DB00960
DB09220,3,DB06292
DB01174,3,DB01210
DB09220,3,DB00966
DB06694,3,DB11362
DB00226,3,DB00999
DB01037,3,DB00217
DB00226,3,DB00492
DB01246,3,DB00521
DB00866,3,DB06268
DB00654,3,DB09235
DB00849,3,DB00876
DB00849,3,DB01023
DB00806,3,DB00612
DB01340,3,DB00765
DB01171,3,DB00808
DB09286,3,DB00734
DB00217,3,DB00869
DB01154,3,DB00925
DB06826,3,DB09238
DB00214,3,DB00528
DB04861,3,DB06403
DB09220,3,DB01023
DB09282,3,DB00401
DB01626,3,DB00325
DB01171,3,DB00559
DB00474,3,DB04861
DB00706,3,DB00393
DB01088,3,DB00521
DB00559,3,DB00264
DB09220,3,DB00413
DB09245,3,DB00999
DB00575,3,DB01090
DB01115,3,DB01359
DB09282,3,DB00612
DB00418,3,DB01203
DB01119,3,DB00521
DB00571,3,DB00734
DB01203,3,DB06712
DB00542,3,DB01244
DB09241,3,DB00373
DB09238,3,DB09477
DB00275,3,DB00800
DB00178,3,DB06712
DB01021,3,DB01029
DB00177,3,DB08808
DB01275,3,DB01021
DB00178,3,DB04846
DB00346,3,DB00457
DB00599,3,DB01169
DB00599,3,DB00178
DB01154,3,DB00703
DB00206,3,DB00374
DB00418,3,DB00975
DB09244,3,DB00519
DB01170,3,DB06403
DB01240,3,DB06826
DB09244,3,DB00881
DB01626,3,DB00691
DB00794,3,DB01169
DB01351,3,DB00903
DB06712,3,DB09235
DB00800,3,DB06268
DB00457,3,DB09477
DB01608,3,DB11609
DB01069,3,DB09204
DB00898,3,DB00203
DB00312,3,DB00968
DB00350,3,DB01348
DB00206,3,DB06712
DB00623,3,DB01203
DB00925,3,DB00968
DB00800,3,DB00808
DB01171,3,DB00275
DB01626,3,DB00575
DB09282,3,DB00808
DB01090,3,DB01170
DB01351,3,DB01200
DB00794,3,DB00960
DB00881,3,DB01090
DB00794,3,DB01088
DB09244,3,DB06826
DB00542,3,DB00654
DB00657,3,DB00905
DB00270,3,DB01580
DB01324,3,DB09238
DB00401,3,DB01143
DB01608,3,DB00295
DB01170,3,DB08808
DB00468,3,DB01054
DB00542,3,DB00629
DB00722,3,DB01089
DB09282,3,DB00436
DB00629,3,DB00880
DB00312,3,DB04861
DB00212,3,DB00374
DB09238,3,DB00765
DB00182,3,DB11362
DB09220,3,DB11362
DB00805,3,DB00492
DB00862,3,DB00706
DB00999,3,DB00765
DB00849,3,DB00706
DB09245,3,DB09070
DB09241,3,DB01551
DB00571,3,DB00765
DB00622,3,DB01143
DB00680,3,DB01081
DB00657,3,DB01089
DB00968,3,DB01143
DB06694,3,DB09236
DB00584,3,DB00905
DB00869,3,DB00905
DB09241,3,DB00492
DB00590,3,DB00568
DB00312,3,DB00178
DB06826,3,DB08808
DB00212,3,DB00524
DB00528,3,DB01023
DB01168,3,DB00571
DB00614,3,DB08932
DB00436,3,DB09236
